listing_id,description,room_type
29614580,⚡ 3 APT in 1--Large groups Travel & stay together⚡,Entire home/apt
29615968,Cozy&Quiet&Modern sky life in New York,Private room
29616041,"Cozy Apt in UWS Manhattan, Columbia, Central Park",Private room
29617415,Spacious Manhattan room. Well lit! Always clean.,private room
29621716,Large and comfortable in heart of Brooklyn,ENTIRE HOME/APT
29625454,30 minutes to Times Square! 10 to Williamsburg!,Private room
29625962,Large and charming apartment in the East Village,Entire home/apt
29626157,Sun Drenched 1-Bed in the Heart of Park Slope,entire home/apt
29626161,"Sunny room in UWS, Columbia,Central Park",Private room
29626345,"Dont Be Shy, Stay in Bedstuy!!!",Entire home/apt
29626682,"Comfort room in UWS, Columbia,CentralPark",private room
29627988,Upper East Chic 1BR Apartment Near Central Park,Entire home/apt
29628181,2 bed next to Times Square w/ private heated patio,entire home/apt
29628380,Modern  Studio Apartment,Entire home/apt
29628693,Sanctuary Apartment in Ideal NYC Location,Entire home/apt
29628834,Manhattan/Step to central park 5th ave/3BR sleep 9,Entire home/apt
29628979,Queen Studio Room In Boutique Hotel,Private room
29629048,Charming East Village 1B Apt with Rooftop & View,Entire home/apt
29629244,Boutique Cozy Queen Room,Private room
29629527,Cozy Brooklyn Heights,Entire home/apt
29629819,"Large, Clinton Hill studio with a view.",Entire home/apt
29629862,Private room in huge Soho apartment,private room
29629878,Sun-drenched Executive Suite 3,Private room
29630056,This place Very quiet and fresh!,Private room
29630099,Beauty in the heart of downtown Brooklyn,Entire home/apt
29630190,Cozy Brooklyn Heights - Private Room,PRIVATE ROOM
29630728,1 bedroom apartment in Chelsea,Entire home/apt
29630759,"Room @Brooklyn, NY",Private room
29630879,Heart of Astoria- Extremely close to the CITY,Entire home/apt
29630907,Paris in New York Cozy private entrance&bath bkfst,Private room
29631258,Bedroom with private access to patio,Private room
29631302,"Large Bedroom in Beautiful, Modern Apartment",PRIVATE ROOM
29631369,New & Stylish 1 Bedroom Williamsburg,Entire home/apt
29631667,"Quiet luxury condo w/ central aircon, roof & W/D",PRIVATE ROOM
29631729,Modern Williambsurg Studio in Prime Location,Entire home/apt
29632401,Modern Private Studio  IN East Flatbush,Entire home/apt
29632875,Bright and Cozy Brooklyn Apartment,Private room
29633187,J-BRAND NEW LUXURY ROOM 25 MIN DRIVE TO MANHATTAN,Private room
29633588,3 BEDS - PRIVATE HALF BATH -NEXT TO METRO,PRIVATE ROOM
29635253,New york Cozy studio,Entire home/apt
29635732,Newly Renovated Spacious 2 Bedroom Apartment!,Entire home/apt
29636554,Cozy room in hip Lower East Side neighborhood,Private room
29640481,DESIGNER 1 BEDROOM APARTMENT,Entire home/apt
29644544,Cosy One-Bedroom in vibrant Washington Heights,Entire home/apt
29646041,"Comfortable place, 15 min from JFK & 30 min to NYC",Private room
29646391,Aiden’s Red Door - Jr. Penthouse Suite,PRIVATE ROOM
29646454,Large Private room in Astoria. Midtown in 20mins,PRIVATE ROOM
29648013,Chic Brand New Maisonette 2BR in Greenpoint,Entire home/apt
29648368,Duplex Room in the heart of Williamsburg,PRIVATE ROOM
29648584,"Super Cozy Kensington by F,G trains",PRIVATE ROOM
29649727,Sunny Private Bedroom in Nolita,private room
29650402,Landmarked Limestone Sanctuary,Entire home/apt
29651529,THE LOUVRE MEETS THE HEART OF THE EAST VILLAGE,entire home/apt
29653294,LaGuardia in less than 30. Steps to Supermarket.,Private room
29653847,Luxurious Duplex Condo in the heart of Brooklyn,Entire home/apt
29654002,Cozy  Studio with  River Views,Entire home/apt
29654321,Fab Williamsburg 1 BR w great amenities! #10307,entire home/apt
29654969,Spacious room in Ridgewood,Private room
29656082,The Perfect Room 1 stop to East Village!,private room
29656826,Rare and spacious apartment. 15 mins to Manhattan.,Entire home/apt
29656859,"Petra, Place of Peace ***Female PREFERRED!***",PRIVATE ROOM
29657375,"Gorgeous Room in Williamsburg, 10min to Soho",Private room
29657991,1BR Apartment close to Prospect Park,Entire home/apt
29658517,Close by Central Park,Private room
29659322,COZY SPACIOUS ROOM WITH PRIVATE ENTRANCE TO GARDEN,Private room
29659447,Private room. All RENOVATED. 4 stops to MHTN,Private room
29660984,charming Bedroom in a quite neighborhood,private room
29661817,Monet in Manhattan private room w deck & bkfst,Private room
29661866,Minimal East Village studio in the BEST location!,Entire home/apt
29662414,"Grand Street in Brooklyn, G stop, L stop.",Entire home/apt
29672090,comfortable one-bedroom in great LES location,Entire home/apt
29674265,Stylish studio in the heart of Clinton Hill,Entire home/apt
29674710,Great New York-korea town1~2,private room
29674940,Sunlit Backyard in NYC + Walk to Zoo and Gardens!,Entire home/apt
29676028,Cozy and new apartment between LES and Chinatown,ENTIRE HOME/APT
29676417,New York Moments (Ladies Only),SHARED ROOM
29676867,Home of Harmony,Entire home/apt
29677326,Ultra Lux Morden 2 Bedrooms suite with court yard,Entire home/apt
29678364,Kan house,Private room
29678746,KalaJones,Entire home/apt
29678787,Beautiful & bright space in PRIME Williamsburg,private room
29679464,The perfect resting stop,Private room
29680105,1 Private Room in West Harlem,private room
29680716,Stunning Flatiron 1 BR near Subway access to all!,Entire home/apt
29681004,Cozy Studio in West Village,ENTIRE HOME/APT
29683262,5 mins from Central Park +Community #1,Private room
29683293,Guest room nice family in Cypress Hills  :),Private room
29683957,Williamsburg Waterfront Luxury Apartment,Entire home/apt
29684187,Natural Habitat | ♥ SUPER HOST ♥,Private room
29684573,Nice Cozy Room In Brooklyn On A Dead End Block,Private room
29685583,"SPACIOUS MANHATTAN ROOM 
NO EXTRA FEE",Private room
29686576,Cozy NYC Downtown Room,Private room
29686857,"2BR Apartment in Ridgewood, 20min to Manhattan",Entire home/apt
29686875,"*Spacious, Modern and Charming 1 Bedroom Apt!*",Entire home/apt
29687049,"ALL PRIVATE - Bedroom, Bath and Kitchenette",Private room
29687597,East Village Escape for 2-4 guests!,Entire home/apt
29687924,Gorgeous Room with Private Bath in Bedstuy,private room
29688903,Room J near Columbia,PRIVATE ROOM
29689103,Cozy studio btw upper east side and midtown east,Entire home/apt
29689253,Privet Room in GROUND FLOOR apt with FREE parking,Private room
29690801,Private room next to N train.,Private room
29697411,Large Cozy Bedroom Near Manhattan & Airport,Private room
29698179,QUIET Zen Garden Pad in BEST Brooklyn location!,Entire home/apt
29699681,Sunny Penthouse with Williamsburg Bridge view,Entire home/apt
29700382,"Spacious Hell's Kitchen Studio, Amazing Location",Entire home/apt
29701014,"Newly Renovated 3BR Apt,Minutes away from SI Ferry",Entire home/apt
29701500,New York Chelsea Art Apt.,Entire home/apt
29701773,Chic one bedroom apartment in the heart of NYC,ENTIRE HOME/APT
29701791,Cozy Private Apartment 4 stops away from 42 st,Private room
29702007,"Cozy apartment with art, good light, books",Entire home/apt
29702562,DOORMAN Immaculate A/C  Quiet Elegant,entire home/apt
29703038,LUXARY 2BR DUPLEX LOFT Downtown Brooklyn,entire home/apt
29704561,Huge Designer Soho Loft (Elevator) Private Terrace,entire home/apt
29704596,Fraud,Shared room
29704955,Huge Room Right by the Myrtle JMZ,Private room
29705049,"Sunny, Cozy Apt in the Heart of BedStuy for Cheap",entire home/apt
29705115,Charming Apt in Historic Greenpoint Brownstone,Entire home/apt
29705207,Luxurious Ensuite in Historic Brownstone,Private room
29705876,One stop subway from mamhattan,Private room
29706277,Vintage first floor private room in a 3 bed apt,Private room
29706750,Sun filled DJ apartment in Williamsburg,entire home/apt
29707094,Female Shared 2 Bedroom Apt by Lincoln Center,private room
29707860,Entire Basement w/ Warm+Friendly+Brooklyn  Energy!,ENTIRE HOME/APT
29708352,Privet living room,Private room
29708729,Notorious  -_-  15R,Private room
29710266,Manhattan Sights & Sound (Ladies Only),Shared room
29711508,"Cozy  clean room ;LGA 5 mints,JFK 10 mint Astoria",Private room
29711772,Luxury Apt near the Statue of Liberty,entire home/apt
29712306,★Private Rooftop★- Your Own Townhouse in NYC,ENTIRE HOME/APT
29712675,"Luxury Two Bedroom Ground Floor, Walk-in Apartment",Entire home/apt
29722452,Perch Harlem,Entire home/apt
29724480,J-NEW ROOM*NEAR CASINO*AIRPORT*CAFE*DOORSTEP METRO,Private room
29729573,Brooklyn BedStuy Apt close to Subway and Downtown,Private room
29729728,Apartment in the heart of Williamsburg,Entire home/apt
29730504,Brooklyn Apartment with tons of light,entire home/apt
29730616,Large and bright bedroom 18 min to Grand Central,PRIVATE ROOM
29731583,"Charming apartment in coveted Carroll Gardens, BK",ENTIRE HOME/APT
29731625,Sunlit Spacious Apartment in Brooklyn,Entire home/apt
29733748,Chambers Queen - Modernist Room | Minutes from 5th,Private room
29736250,Elegant 1BR in Williamsburg by NÔM Stays,Entire home/apt
29736711,La Grand BnB near JFK,Entire home/apt
29737168,Affordable Room near JFK,Private room
29738053,"Room near JFK, good for Cancellations and Delays!",Private room
29738205,Beautiful Private Small Room with 2 Beds,PRIVATE ROOM
29738207,Charming Room 1 with 2 Beds Close to Metro,private room
29738563,Cozy private room in the heart of Bushwick,Private room
29740171,Contemporary Minimalistic Private room in Bed-Stuy,private room
29741023,"Bright, cozy and large room in Manhattan - ATrain",private room
29751447,The Cozy Corner in BedStuy,Entire home/apt
29753642,Comfortable room in family home in Brooklyn!,Private room
29753750,Large Suite w/private bathroom by central park,private room
29754544,"Comfortable- JFK,LGA Best Value",Private room
29754946,Large studio in midtown east,Entire home/apt
29756137,2 bedroom Apartment.,Entire home/apt
29756451,"Entire Townhouse in Boerum Hill, Brooklyn",Entire home/apt
29758199,Queens home with a view,entire home/apt
29758221,Entire floor of apartment with separate entrance,Private room
29758404,Entire Apartment in Beautiful Brooklyn Brownstone,ENTIRE HOME/APT
29759120,Spacious Home with Backyard in Brooklyn,ENTIRE HOME/APT
29760102,Minimal Loft in heart of Williamsburg -waterfront,ENTIRE HOME/APT
29760452,Cozy Brooklyn room 15min to Manhattan by subway!,private room
29760512,1 double size bedroom 0.1 mile from Times Square.,Private room
29760721,Room M near Columbia,private room
29760740,Single bedroom in Brooklyn,Private room
29760869,Studio in East Harlem,Entire home/apt
29761111,"Clean, Convenient & Comfy Apt in FLATIRON! :-)",Private room
29761241,Midtown room in the center of the NYC universe.,private room
29761534,FREE YOGA with Goodyoga's Guest Room!,Private room
29763219,"Bright one bedroom.  Lorimer (J,M) broadway (G)",Entire home/apt
29765101,Luxury 2 Beds 2 Bath / Lincoln center,ENTIRE HOME/APT
29766259,Cozy Artsy Room 2nd,Private room
29775040,Entire Brooklyn Brownstone Apartment with Laundry,ENTIRE HOME/APT
29775262,Private Room in Beautiful Brooklyn Apt!,private room
29775749,Modern Luxury 1BR Apt,ENTIRE HOME/APT
29776064,New York Home with a View,Entire home/apt
29776209,Large room + private bathroom by Central Park,PRIVATE ROOM
29776313,Suite Splendor near the Prospect Park.,Entire home/apt
29776797,"Huge bright 1,500SqFt loft. Subway down the street",Entire home/apt
29777077,Trendy Soho Apartment,Entire home/apt
29777278,Vintage Room &prvt bathroom Central Park Manhattan,Private room
29777857,Contemporary room in front of Central Park,Private room
29778083,NYC East Village 1 BR / Studio,Entire home/apt
29778309,Spice Island Hotspot,Private room
29778804,Giant private bedroom w 1/2 bathroom in 4BR apt,Private room
29779072,Massive Large 4 bedrooms 2 bathrooms in Manhattan,Private room
29779831,Bedstuy Artists Quarter (tower corner room),Private room
29779937,**  2 Bedrooms in Central NYC! ***,Entire home/apt
29780117,"one bedroom apartment safe, clean, best price",Private room
29780690,Home away from home,Private room
29780863,Private Studio Chelsea 23 x 8th Ave 30sec to train,Private room
29781238,"Spacious, private room near Empire State Building",Private room
29781403,Modern Apartment in Brooklyn with deck and yard,ENTIRE HOME/APT
29781691,East meets West,Entire home/apt
29787085,Half block to NY. Flushing Chinatown. Main Street,PRIVATE ROOM
29790239,Comfortable artistic Brooklyn apartment,ENTIRE HOME/APT
29791183,Nice room in Astoria 20min to Manhattan,Private room
29792926,Sun-lit downtown apartment in the West Village,Entire home/apt
29793730,Elevated Bushwick Apartment w/360 Brooklyn Views,entire home/apt
29794270,Barrett’s Family Home,Private room
29794702,Spacious 1BR BK Hideaway Steps from Prospect Pk,Entire home/apt
29796861,Our home sweet home,entire home/apt
29797153,PRIVATE ROOM NEAR BOTH AIRPORTS AND SUBWAY/LIRR,Private room
29797522,"Near to all trains, 15 minute from JFK, safe house",Private room
29797672,Entire downstairs 1.5 baths & private backyard,Private room
29797712,Brooklyn Magic Space,Entire home/apt
29798763,1 BDRM close to JFK airport cozy & clean HOUSE NYC,Entire home/apt
29798872,Comfortable private room near Columbia University,Private room
29800110,"Modern, comfy, and cool",ENTIRE HOME/APT
29800664,Private bedroom 3 stops from Grand Central,Private room
29800915,Entire floor (private entrance) w/ 1 BR in NYC,ENTIRE HOME/APT
29801113,"Near LGA and JFK Airport 
Charming Guest Suite",Private room
29801175,Large private bedroom 1 stop from Manhattan,Private room
29802895,"Near LGA and JFK airport 
Small Cozy Room",Private room
29803428,Spacious West Village Studio,ENTIRE HOME/APT
29804246,Huge Studio style room in Manhattan -Private Bath,Private room
29804415,"BRIGHT, SPACIOUS, QUIET Luxury Oasis, DowntownNYC!",Entire home/apt
29804907,"2 bedroom apartment in Sunset Park, Brooklyn",ENTIRE HOME/APT
29805233,Brand New NYC Apartment: Central Park & Midtown,Entire home/apt
29806013,NICE BED IN A SHARED ROOM FOR A MAN NEAR MIDTOWN 1,SHARED ROOM
29806992,"Luxurious townhouse, 2bd w/Loft+2bath+High-ceiling",entire home/apt
29809200,Bargain Warm Spacious Studio in Carroll Gardens!,Entire home/apt
29814549,"Comfy, Cozy Studio at the Grand Old Mansion",Entire home/apt
29816922,Bright warmth 2min bus 4min subway 窗下凉台花园房｡,shared room
29820510,Large bedroom with private  bathroom,PRIVATE ROOM
29821404,Sunny Bohemian Apartment in Solar Building!,Entire home/apt
29822259,Warm Wiliamsburg Retreat,private room
29822873,West Village Corner 1 Bedroom GEM,entire home/apt
29824401,"Large private room Williamsburg, Luxury Building",Private room
29824856,Comfortable and Modern BedStuy Hideaway,entire home/apt
29825469,Entire Top Floor Suite with Private Bathroom.,PRIVATE ROOM
29825538,My magical home steps from Times Square,ENTIRE HOME/APT
29825825,Home away from home. Private apt across from park.,entire home/apt
29827109,Modern 1BR in Williamsburg by NÔM Stays,Entire home/apt
29827403,"“TIME SQUARE” 43rd Street
Big Bedroom on 1st floor",Private room
29827530,Bright Brooklyn Brownstone,Entire home/apt
29827671,Private bedroom in large apartment in East Harlem,Private room
29827690,Private master bedroom next to Central Park & CU,Private room
29827781,NYC WARM CLEAN COZY CLOSET EXPERIENCE ROOM 3 PPL,Private room
29828155,Bergen Beach Beauty,Entire home/apt
29828333,"**Harlem, Chic Getaway! 5m to Dining/Trains***",Entire home/apt
29828614,New York home ferry ride from Manhattan.,Private room
29828852,Small Room Close to Astoria Park,private room
29829066,Convenient 2 BR next to train minutes to Manhattan,Entire home/apt
29829412,Private Room 1 - Central Park / CU mins away,private room
29829829,"Modern 1BR Apt in Heart of LES, near Subway!",ENTIRE HOME/APT
